Restaurant_Name,Date,Daily_Revenue,Daily_Inventory_Cost,Daily_Labor_Cost,Profit
Gourmet Haven,2023-06-08,6672.08,0.0,181.62,6490.46
Gourmet Haven,2023-06-09,7464.65,0.0,213.06,7251.589999999999
Gourmet Haven,2023-06-10,6951.02,0.0,280.79999999999995,6670.22
Gourmet Haven,2023-06-11,7074.72,1152.58,214.18,5707.96
Gourmet Haven,2023-06-12,6679.6,0.0,243.95999999999998,6435.64
Gourmet Haven,2023-06-13,7671.11,0.0,171.35999999999999,7499.75
Gourmet Haven,2023-06-14,7822.58,0.0,212.42000000000002,7610.16
Gourmet Haven,2023-06-15,7124.32,0.0,230.57999999999998,6893.74
Gourmet Haven,2023-06-16,7604.01,0.0,299.0,7305.01
Gourmet Haven,2023-06-17,7976.12,0.0,216.58,7759.54
Gourmet Haven,2023-06-18,6889.81,967.19,238.33999999999997,5684.280000000001
Gourmet Haven,2023-06-19,7795.15,0.0,146.12,7649.03
Gourmet Haven,2023-06-20,7327.4,0.0,153.44,7173.96
Gourmet Haven,2023-06-21,7433.3,0.0,202.83999999999997,7230.46
Gourmet Haven,2023-06-22,7577.39,0.0,215.64,7361.75
Gourmet Haven,2023-06-23,7049.56,0.0,185.92,6863.64
Gourmet Haven,2023-06-24,7028.46,0.0,243.98,6784.4800000000005
Gourmet Haven,2023-06-25,7034.13,1028.58,231.83999999999997,5773.71
Gourmet Haven,2023-06-26,7323.48,0.0,234.64,7088.839999999999
Gourmet Haven,2023-06-27,7127.88,0.0,278.18,6849.7
Gourmet Haven,2023-06-28,7617.18,0.0,248.16,7369.02
Gourmet Haven,2023-06-29,7930.84,0.0,266.91999999999996,7663.92
Gourmet Haven,2023-06-30,7394.0,0.0,117.08,7276.92
Gourmet Haven,2023-07-01,7925.89,0.0,242.16,7683.7300000000005
Gourmet Haven,2023-07-02,7513.96,836.8299999999999,203.76,6473.37
Gourmet Haven,2023-07-03,7565.99,0.0,182.8,7383.19
Gourmet Haven,2023-07-04,7608.96,0.0,115.4,7493.56
Gourmet Haven,2023-07-05,7090.26,0.0,213.48000000000002,6876.780000000001
Gourmet Haven,2023-07-06,7002.74,0.0,236.8,6765.94
Gourmet Haven,2023-07-07,7934.87,0.0,154.0,7780.87
Gourmet Haven,2023-07-08,7635.84,0.0,248.95999999999998,7386.88
Gourmet Haven,2023-07-09,7139.52,1231.98,145.16,5762.38
Gourmet Haven,2023-07-10,7492.26,0.0,241.84,7250.42
Gourmet Haven,2023-07-11,8000.81,0.0,174.42,7826.39
Gourmet Haven,2023-07-12,7875.67,0.0,209.42,7666.25
Gourmet Haven,2023-07-13,7879.94,0.0,209.5,7670.44
Gourmet Haven,2023-07-14,7467.83,0.0,296.6,7171.23
Gourmet Haven,2023-07-15,7785.75,0.0,260.64,7525.11
Gourmet Haven,2023-07-16,7423.3,1220.5900000000001,208.56,5994.15
Gourmet Haven,2023-07-17,7169.54,0.0,269.44,6900.1
Gourmet Haven,2023-07-18,7003.74,0.0,291.9,6711.84
Gourmet Haven,2023-07-19,7369.48,0.0,198.06,7171.419999999999
Gourmet Haven,2023-07-20,7753.81,0.0,200.06,7553.75
Gourmet Haven,2023-07-21,7490.97,0.0,119.96000000000001,7371.01
Gourmet Haven,2023-07-22,6728.42,0.0,213.44,6514.9800000000005
Gourmet Haven,2023-07-23,7061.7699999999995,1255.21,234.56,5572.0
Gourmet Haven,2023-07-24,6744.61,0.0,146.56,6598.049999999999
Gourmet Haven,2023-07-25,7915.26,0.0,277.02,7638.24
Gourmet Haven,2023-07-26,7183.58,0.0,147.62,7035.96
Gourmet Haven,2023-07-27,7366.44,0.0,208.62,7157.82
Gourmet Haven,2023-07-28,7342.81,0.0,179.92000000000002,7162.89
Gourmet Haven,2023-07-29,7340.53,0.0,245.22000000000003,7095.3099999999995
Gourmet Haven,2023-07-30,6812.77,822.9699999999999,236.84,5752.960000000001
Gourmet Haven,2023-07-31,7565.6,0.0,147.72,7417.88
Gourmet Haven,2023-08-01,7318.4,0.0,231.83999999999997,7086.5599999999995
Gourmet Haven,2023-08-02,7189.79,0.0,234.56,6955.23
Gourmet Haven,2023-08-03,7901.58,0.0,185.22,7716.36
Gourmet Haven,2023-08-04,7275.36,0.0,206.65999999999997,7068.7
Gourmet Haven,2023-08-05,7664.74,0.0,213.51999999999998,7451.219999999999
Gourmet Haven,2023-08-06,7156.52,574.0,140.6,6441.92
Gourmet Haven,2023-08-07,8156.35,0.0,242.16,7914.1900000000005
Gourmet Haven,2023-08-08,7604.25,0.0,213.74,7390.51
Gourmet Haven,2023-08-09,7978.13,0.0,183.83999999999997,7794.29
Gourmet Haven,2023-08-10,7091.22,0.0,145.45999999999998,6945.76
Gourmet Haven,2023-08-11,7328.25,0.0,217.14000000000001,7111.11
Gourmet Haven,2023-08-12,7680.37,0.0,149.0,7531.37
Gourmet Haven,2023-08-13,7199.34,1172.78,180.96,5845.6
Gourmet Haven,2023-08-14,7250.82,0.0,215.74,7035.08
Gourmet Haven,2023-08-15,6869.6,0.0,214.82000000000002,6654.780000000001
Gourmet Haven,2023-08-16,7113.16,0.0,115.19999999999999,6997.96
Gourmet Haven,2023-08-17,7051.51,0.0,141.7,6909.81
Gourmet Haven,2023-08-18,7400.35,0.0,211.48000000000002,7188.870000000001
Gourmet Haven,2023-08-19,7807.91,0.0,241.28,7566.63
Gourmet Haven,2023-08-20,8083.77,1577.06,291.9,6214.81
Gourmet Haven,2023-08-21,8097.16,0.0,208.60000000000002,7888.5599999999995
Gourmet Haven,2023-08-22,8072.8,0.0,208.6,7864.2
Gourmet Haven,2023-08-23,7031.22,0.0,237.77999999999997,6793.4400000000005
Gourmet Haven,2023-08-24,6816.0199999999995,0.0,121.64,6694.379999999999
Gourmet Haven,2023-08-25,7392.349999999999,0.0,261.32,7131.03
Gourmet Haven,2023-08-26,7156.26,0.0,205.54000000000002,6950.72
Gourmet Haven,2023-08-27,7000.34,1153.3000000000002,120.92,5726.12
Gourmet Haven,2023-08-28,7140.08,0.0,233.21999999999997,6906.86
Gourmet Haven,2023-08-29,7445.07,0.0,124.88,7320.19
Gourmet Haven,2023-08-30,7808.84,0.0,186.48000000000002,7622.360000000001
Gourmet Haven,2023-08-31,7404.42,0.0,269.44,7134.9800000000005
Gourmet Haven,2023-09-01,6649.32,0.0,247.52000000000004,6401.799999999999
Gourmet Haven,2023-09-02,7604.72,0.0,175.8,7428.92
Gourmet Haven,2023-09-03,8009.38,524.2,174.35999999999999,7310.82
Gourmet Haven,2023-09-04,7709.98,0.0,206.16,7503.82
Gourmet Haven,2023-09-05,6631.09,0.0,147.72,6483.37
Gourmet Haven,2023-09-06,7540.32,0.0,183.12,7357.2
Gourmet Haven,2023-09-07,7321.2,0.0,292.7,7028.5
Gourmet Haven,2023-09-08,8125.04,0.0,263.14,7861.9
Gourmet Haven,2023-09-09,8368.41,0.0,212.42000000000002,8155.99
Gourmet Haven,2023-09-10,7668.46,498.64,211.26,6958.56
Gourmet Haven,2023-09-11,7909.08,0.0,183.72,7725.36
Gourmet Haven,2023-09-12,6862.99,0.0,243.95999999999998,6619.03
Gourmet Haven,2023-09-13,7704.67,0.0,211.86,7492.81
Gourmet Haven,2023-09-14,6919.02,0.0,183.96,6735.06
Gourmet Haven,2023-09-15,7200.81,0.0,279.98,6920.83
Gourmet Haven,2023-09-16,6877.32,0.0,216.22,6661.099999999999
Gourmet Haven,2023-09-17,7714.62,602.76,150.6,6961.26
Gourmet Haven,2023-09-18,7368.16,0.0,197.26,7170.9
Gourmet Haven,2023-09-19,7624.2,0.0,241.04000000000002,7383.16
Gourmet Haven,2023-09-20,7129.56,0.0,234.56,6895.0
Gourmet Haven,2023-09-21,7733.73,0.0,185.84,7547.889999999999
Gourmet Haven,2023-09-22,7570.05,0.0,181.24,7388.81
Gourmet Haven,2023-09-23,7511.84,0.0,215.06,7296.78
Gourmet Haven,2023-09-24,7274.43,1494.28,233.96,5546.1900000000005
Gourmet Haven,2023-09-25,7707.26,0.0,151.1,7556.16
Gourmet Haven,2023-09-26,7456.35,0.0,186.72,7269.63
Gourmet Haven,2023-09-27,7261.11,0.0,206.45999999999998,7054.65
Gourmet Haven,2023-09-28,7216.83,0.0,236.07999999999998,6980.75
Gourmet Haven,2023-09-29,7025.6,0.0,146.42,6879.18
Gourmet Haven,2023-09-30,7794.91,0.0,274.38,7520.53
Gourmet Haven,2023-10-01,7107.7300000000005,1049.3899999999999,240.44,5817.900000000001
Gourmet Haven,2023-10-02,8139.43,0.0,120.0,8019.43
Gourmet Haven,2023-10-03,7378.35,0.0,249.76,7128.59
Gourmet Haven,2023-10-04,7204.13,0.0,267.02,6937.110000000001
Gourmet Haven,2023-10-05,7611.22,0.0,214.66000000000003,7396.56
Gourmet Haven,2023-10-06,6975.1,0.0,149.78,6825.320000000001
Gourmet Haven,2023-10-07,7400.23,0.0,181.44,7218.79
Gourmet Haven,2023-10-08,7531.14,676.48,271.36,6583.3
Gourmet Haven,2023-10-09,7607.69,0.0,150.36,7457.33
Gourmet Haven,2023-10-10,7792.35,0.0,231.51999999999998,7560.83
Gourmet Haven,2023-10-11,7127.0,0.0,203.01999999999998,6923.98
Gourmet Haven,2023-10-12,7534.61,0.0,237.77999999999997,7296.83
Gourmet Haven,2023-10-13,7079.52,0.0,179.04,6900.4800000000005
Gourmet Haven,2023-10-14,7272.66,0.0,239.92000000000002,7032.74
Gourmet Haven,2023-10-15,7469.54,872.29,277.02,6320.23
Gourmet Haven,2023-10-16,7554.22,0.0,144.92000000000002,7409.3
Gourmet Haven,2023-10-17,7578.22,0.0,262.62,7315.6
Gourmet Haven,2023-10-18,7671.95,0.0,180.12,7491.83
Gourmet Haven,2023-10-19,7964.66,0.0,201.35999999999999,7763.3
Gourmet Haven,2023-10-20,7382.71,0.0,150.48,7232.2300000000005
Gourmet Haven,2023-10-21,7189.56,0.0,118.8,7070.76
Gourmet Haven,2023-10-22,7150.92,711.94,241.67999999999998,6197.3
Gourmet Haven,2023-10-23,6676.87,0.0,216.06,6460.8099999999995
Gourmet Haven,2023-10-24,8049.63,0.0,119.72,7929.91
Gourmet Haven,2023-10-25,6958.08,0.0,201.72,6756.36
Gourmet Haven,2023-10-26,7367.29,0.0,296.0,7071.29
Gourmet Haven,2023-10-27,7149.49,0.0,241.83999999999997,6907.65
Gourmet Haven,2023-10-28,7920.97,0.0,115.96000000000001,7805.01
Gourmet Haven,2023-10-29,7475.03,989.6899999999999,272.21999999999997,6213.12
Gourmet Haven,2023-10-30,7379.7,0.0,208.51999999999998,7171.18
Gourmet Haven,2023-10-31,7394.02,0.0,177.12,7216.900000000001
Gourmet Haven,2023-11-01,7485.53,0.0,211.33999999999997,7274.19
Gourmet Haven,2023-11-02,7721.48,0.0,206.62,7514.86
Gourmet Haven,2023-11-03,6722.09,0.0,258.47999999999996,6463.610000000001
Gourmet Haven,2023-11-04,7495.46,0.0,178.8,7316.66
Gourmet Haven,2023-11-05,7752.72,805.5899999999999,118.64,6828.490000000001
Gourmet Haven,2023-11-06,7084.9,0.0,152.52,6932.379999999999
Gourmet Haven,2023-11-07,6702.03,0.0,270.53999999999996,6431.49
Gourmet Haven,2023-11-08,7812.22,0.0,218.54,7593.68
Gourmet Haven,2023-11-09,7796.84,0.0,236.07999999999998,7560.76
Gourmet Haven,2023-11-10,7246.37,0.0,124.32,7122.05
Gourmet Haven,2023-11-11,7468.29,0.0,206.45999999999998,7261.83
Gourmet Haven,2023-11-12,7342.75,1295.98,247.52,5799.25
Gourmet Haven,2023-11-13,7429.03,0.0,231.07999999999998,7197.95
Gourmet Haven,2023-11-14,7224.51,0.0,201.28,7023.2300000000005
Gourmet Haven,2023-11-15,7344.11,0.0,213.44,7130.67
Gourmet Haven,2023-11-16,7023.6,0.0,208.8,6814.8
Gourmet Haven,2023-11-17,7264.76,0.0,227.04,7037.72
Gourmet Haven,2023-11-18,7001.86,0.0,279.58000000000004,6722.28
Gourmet Haven,2023-11-19,7409.95,478.07,205.33999999999997,6726.54
Gourmet Haven,2023-11-20,7811.84,0.0,243.98,7567.860000000001
Gourmet Haven,2023-11-21,7058.79,0.0,246.72,6812.07
Gourmet Haven,2023-11-22,7488.6,0.0,120.56,7368.04
Gourmet Haven,2023-11-23,7309.78,0.0,203.74,7106.04
Gourmet Haven,2023-11-24,7458.01,0.0,209.96,7248.05
Gourmet Haven,2023-11-25,7444.08,0.0,181.62,7262.46
Gourmet Haven,2023-11-26,7543.26,1179.68,264.66,6098.92
Gourmet Haven,2023-11-27,6782.81,0.0,183.12,6599.6900000000005
Gourmet Haven,2023-11-28,7582.67,0.0,276.68,7305.99
Gourmet Haven,2023-11-29,6629.98,0.0,215.45999999999998,6414.5199999999995
Gourmet Haven,2023-11-30,7682.2,0.0,205.98,7476.22
Gourmet Haven,2023-12-01,7492.74,0.0,241.67999999999998,7251.0599999999995
Gourmet Haven,2023-12-02,8058.82,0.0,248.36,7810.46
Gourmet Haven,2023-12-03,6588.04,1471.7,215.32,4901.02
Gourmet Haven,2023-12-04,6605.01,0.0,197.26,6407.75
Gourmet Haven,2023-12-05,7896.47,0.0,208.95999999999998,7687.51
Gourmet Haven,2023-12-06,7092.64,0.0,183.0,6909.64
Gourmet Haven,2023-12-07,6776.96,0.0,185.8,6591.16
Gourmet Haven,2023-12-08,7931.05,0.0,178.56,7752.49
Gourmet Haven,2023-12-09,7502.57,0.0,207.14,7295.429999999999
Gourmet Haven,2023-12-10,7046.28,925.53,270.68,5850.07
Gourmet Haven,2023-12-11,7242.65,0.0,181.38,7061.2699999999995
Gourmet Haven,2023-12-12,8124.35,0.0,267.41999999999996,7856.93
Gourmet Haven,2023-12-13,7543.89,0.0,209.64,7334.25
Gourmet Haven,2023-12-14,6923.81,0.0,266.97999999999996,6656.830000000001
Gourmet Haven,2023-12-15,7894.07,0.0,202.5,7691.57
Gourmet Haven,2023-12-16,7472.03,0.0,237.28,7234.75
Gourmet Haven,2023-12-17,7511.08,933.72,296.0,6281.36
Gourmet Haven,2023-12-18,7043.4,0.0,217.14,6826.259999999999
Gourmet Haven,2023-12-19,7027.68,0.0,124.32,6903.360000000001
Gourmet Haven,2023-12-20,7404.04,0.0,212.26,7191.78
Gourmet Haven,2023-12-21,7978.66,0.0,210.04,7768.62
Gourmet Haven,2023-12-22,7134.57,0.0,153.6,6980.969999999999
Gourmet Haven,2023-12-23,7293.38,0.0,184.26,7109.12
Gourmet Haven,2023-12-24,7943.74,1065.02,216.82,6661.9
Gourmet Haven,2023-12-25,6985.74,0.0,122.03999999999999,6863.7
Gourmet Haven,2023-12-26,8031.7699999999995,0.0,211.8,7819.969999999999
Gourmet Haven,2023-12-27,7686.82,0.0,114.32,7572.5
Gourmet Haven,2023-12-28,8184.7,0.0,122.80000000000001,8061.9
Gourmet Haven,2023-12-29,7397.87,0.0,151.68,7246.19
Gourmet Haven,2023-12-30,7224.4,0.0,152.3,7072.099999999999
Gourmet Haven,2023-12-31,7429.94,679.47,261.14,6489.33
Gourmet Haven,2024-01-01,6786.94,0.0,197.06,6589.879999999999
Gourmet Haven,2024-01-02,7478.13,0.0,302.7,7175.43
Gourmet Haven,2024-01-03,7556.7,0.0,239.33999999999997,7317.36
Gourmet Haven,2024-01-04,7455.58,0.0,242.16,7213.42
Gourmet Haven,2024-01-05,6675.51,0.0,179.0,6496.51
Gourmet Haven,2024-01-06,7558.7,0.0,174.76,7383.94
Gourmet Haven,2024-01-07,7585.54,409.23,149.52,7026.79
Gourmet Haven,2024-01-08,7467.14,0.0,121.48,7345.660000000001
Gourmet Haven,2024-01-09,7636.76,0.0,265.78,7370.9800000000005
Gourmet Haven,2024-01-10,7868.01,0.0,246.26,7621.75
Gourmet Haven,2024-01-11,7879.35,0.0,142.1,7737.25
Gourmet Haven,2024-01-12,7357.19,0.0,279.58000000000004,7077.61
Gourmet Haven,2024-01-13,7661.28,0.0,276.36,7384.92
Gourmet Haven,2024-01-14,7788.51,892.74,274.06,6621.71
Gourmet Haven,2024-01-15,7910.61,0.0,229.79999999999998,7680.8099999999995
Gourmet Haven,2024-01-16,7788.93,0.0,212.86,7576.070000000001
Gourmet Haven,2024-01-17,7247.21,0.0,198.45999999999998,7048.75
